Datetime,X1,X2,X3,X4,X5
2017-04-17 09:00:00,-832.8328406932268,-919.676614702788,-343.724760353414,-2023.2206489669204,-1996.6985816475462
2017-04-17 09:30:00,-915.2426191747869,-978.2336462555351,-343.05771051630603,-2132.316844775219,-1884.1698920942838
2017-04-17 10:00:00,-969.1666070287064,-996.0788907550219,-341.8732356136643,-2164.762392278336,-1984.64929870974
2017-04-17 10:30:00,-937.4891608905003,-950.3951994589333,-345.6373500365607,-2166.5489736854174,-1952.753413755997
2017-04-17 11:00:00,-939.4979868785207,-968.2260656315312,-342.9723888478716,-2174.8729602621015,-1927.4017498629619
2017-04-17 11:30:00,-882.840539531779,-883.787666340029,-319.48951541402437,-2212.0520916183045,-1842.4028318910086
2017-04-17 12:00:00,-835.2332933193757,-902.2473453649233,-330.721229312152,-2248.8012117200856,-1924.9487361353167
2017-04-17 12:30:00,-836.9767474799223,-886.8643843643803,-310.65670140519956,-2088.4857055077823,-1762.7710301848113
2017-04-17 13:00:00,-801.9683643104637,-838.3722182702444,-304.563065852139,-2058.925719934085,-1695.0942791731222
2017-04-17 13:30:00,-827.3868288717553,-861.7681079512746,-319.2772183831905,-1869.675484053192,-1737.6205419519595
2017-04-17 14:00:00,-823.1604076103666,-872.131342323948,-331.3632599632401,-1930.2893035658283,-1661.7131641955095
